nohup: ignoring input
Files already downloaded and verified
Files already downloaded and verified
Epoch 1, lr 0.100000
12:46:31 train - loss: 1.1487, acc: 0.7065
12:46:40 valid - loss: 0.2910, acc: 0.9637
Epoch 410, lr 0.047563
12:49:01 train - loss: 1.1728, acc: 0.6954
12:49:09 valid - loss: 0.3090, acc: 0.9697
Epoch 411, lr 0.047111
12:51:30 train - loss: 1.1548, acc: 0.7021
12:51:39 valid - loss: 0.2304, acc: 0.9714
Epoch 412, lr 0.046661
12:54:00 train - loss: 1.1572, acc: 0.6996
12:54:09 valid - loss: 0.3775, acc: 0.9681
Epoch 413, lr 0.046212
12:56:30 train - loss: 1.1776, acc: 0.6875
12:56:38 valid - loss: 0.2378, acc: 0.9695
Epoch 414, lr 0.045765
12:58:59 train - loss: 1.1589, acc: 0.6992
12:59:07 valid - loss: 0.4007, acc: 0.9665
Epoch 415, lr 0.045319
13:01:29 train - loss: 1.1566, acc: 0.7025
13:01:37 valid - loss: 0.4127, acc: 0.9684
Epoch 416, lr 0.044875
13:03:58 train - loss: 1.1506, acc: 0.7022
13:04:06 valid - loss: 0.3399, acc: 0.9665
Epoch 417, lr 0.044433
13:24:02 train - loss: 1.1395, acc: 0.7136
13:24:31 valid - loss: 0.4259, acc: 0.9660
Epoch 418, lr 0.043992
13:26:54 train - loss: 1.1270, acc: 0.7225
13:27:03 valid - loss: 0.2769, acc: 0.9687
Epoch 419, lr 0.043553
13:29:26 train - loss: 1.1480, acc: 0.7062
13:29:35 valid - loss: 0.4163, acc: 0.9660
Epoch 420, lr 0.043115
13:31:58 train - loss: 1.1717, acc: 0.6926
13:32:07 valid - loss: 0.4283, acc: 0.9652
Epoch 421, lr 0.042679
13:34:31 train - loss: 1.1161, acc: 0.7280
13:34:39 valid - loss: 0.3742, acc: 0.9642
Epoch 422, lr 0.042244
13:37:03 train - loss: 1.1192, acc: 0.7241
13:37:11 valid - loss: 0.3692, acc: 0.9696
Epoch 423, lr 0.041811
13:39:34 train - loss: 1.1350, acc: 0.7111
13:39:43 valid - loss: 0.3724, acc: 0.9671
Epoch 424, lr 0.041380
13:42:11 train - loss: 1.1532, acc: 0.7010
13:42:19 valid - loss: 0.3635, acc: 0.9687
Epoch 425, lr 0.040951
13:44:43 train - loss: 1.1439, acc: 0.7105
13:44:51 valid - loss: 0.3950, acc: 0.9670
Epoch 426, lr 0.040523
13:47:14 train - loss: 1.1450, acc: 0.7077
13:47:23 valid - loss: 0.3391, acc: 0.9725
Epoch 427, lr 0.040097
13:49:47 train - loss: 1.1300, acc: 0.7174
13:49:55 valid - loss: 0.2601, acc: 0.9682
Epoch 428, lr 0.039672
13:52:21 train - loss: 1.1453, acc: 0.7107
13:52:29 valid - loss: 0.3504, acc: 0.9688
Epoch 429, lr 0.039250
13:54:55 train - loss: 1.1468, acc: 0.7054
13:55:03 valid - loss: 0.3863, acc: 0.9677
Epoch 430, lr 0.038829
13:57:28 train - loss: 1.1343, acc: 0.7148
13:57:37 valid - loss: 0.3706, acc: 0.9689
Epoch 431, lr 0.038409
14:00:03 train - loss: 1.1197, acc: 0.7207
14:00:12 valid - loss: 0.3141, acc: 0.9669
Epoch 432, lr 0.037992
14:02:38 train - loss: 1.1280, acc: 0.7125
14:02:47 valid - loss: 0.3892, acc: 0.9692
Epoch 433, lr 0.037576
18:24:27 train - loss: 1.1314, acc: 0.7115
18:24:56 valid - loss: 0.2631, acc: 0.9721
Epoch 434, lr 0.037162
18:27:20 train - loss: 1.1390, acc: 0.7059
18:27:29 valid - loss: 0.3327, acc: 0.9705
Epoch 435, lr 0.036750
18:29:55 train - loss: 1.1355, acc: 0.7115
18:30:03 valid - loss: 0.3566, acc: 0.9694
Epoch 436, lr 0.036339
18:32:28 train - loss: 1.0986, acc: 0.7308
18:32:36 valid - loss: 0.2918, acc: 0.9700
Epoch 437, lr 0.035931
18:35:01 train - loss: 1.1310, acc: 0.7130
18:35:09 valid - loss: 0.3457, acc: 0.9691
Epoch 438, lr 0.035524
18:47:31 train - loss: 1.1284, acc: 0.7110
18:48:00 valid - loss: 0.3359, acc: 0.9738
Epoch 439, lr 0.035119
18:50:22 train - loss: 1.1279, acc: 0.7136
18:50:31 valid - loss: 0.2544, acc: 0.9724
Epoch 440, lr 0.034716
18:52:53 train - loss: 1.1362, acc: 0.7041
18:53:02 valid - loss: 0.3915, acc: 0.9741
Epoch 441, lr 0.034315
18:55:26 train - loss: 1.1116, acc: 0.7156
18:55:34 valid - loss: 0.1920, acc: 0.9714
Epoch 442, lr 0.033915
18:57:58 train - loss: 1.0975, acc: 0.7307
18:58:06 valid - loss: 0.3145, acc: 0.9717
Epoch 443, lr 0.033518
19:00:30 train - loss: 1.1296, acc: 0.7084
19:00:38 valid - loss: 0.2315, acc: 0.9701
Epoch 444, lr 0.033122
19:03:02 train - loss: 1.1070, acc: 0.7282
19:03:10 valid - loss: 0.2125, acc: 0.9714
Epoch 445, lr 0.032728
19:05:34 train - loss: 1.1370, acc: 0.7057
19:05:42 valid - loss: 0.3475, acc: 0.9696
Epoch 446, lr 0.032337
19:08:08 train - loss: 1.1001, acc: 0.7300
19:08:17 valid - loss: 0.2237, acc: 0.9695
Epoch 447, lr 0.031947
19:10:40 train - loss: 1.1463, acc: 0.7024
19:10:48 valid - loss: 0.3752, acc: 0.9734
Epoch 448, lr 0.031559
19:13:12 train - loss: 1.1041, acc: 0.7240
19:13:20 valid - loss: 0.2003, acc: 0.9737
Epoch 449, lr 0.031173
19:15:44 train - loss: 1.1116, acc: 0.7200
19:15:52 valid - loss: 0.4115, acc: 0.9678
Epoch 450, lr 0.030789
19:18:15 train - loss: 1.1221, acc: 0.7148
19:18:23 valid - loss: 0.4223, acc: 0.9703
Epoch 451, lr 0.030407
19:20:46 train - loss: 1.1023, acc: 0.7280
19:20:54 valid - loss: 0.2047, acc: 0.9711
Epoch 452, lr 0.030026
19:23:19 train - loss: 1.1178, acc: 0.7200
19:23:28 valid - loss: 0.3341, acc: 0.9730
Epoch 453, lr 0.029648
19:25:52 train - loss: 1.1037, acc: 0.7261
19:26:01 valid - loss: 0.3059, acc: 0.9679
Epoch 454, lr 0.029272
19:28:24 train - loss: 1.0804, acc: 0.7350
19:28:33 valid - loss: 0.2040, acc: 0.9714
Epoch 455, lr 0.028898
19:30:56 train - loss: 1.1207, acc: 0.7163
19:31:04 valid - loss: 0.3248, acc: 0.9694
Epoch 456, lr 0.028526
19:33:27 train - loss: 1.1158, acc: 0.7156
19:33:36 valid - loss: 0.3365, acc: 0.9742
Epoch 457, lr 0.028156
19:35:58 train - loss: 1.1023, acc: 0.7274
19:36:07 valid - loss: 0.2841, acc: 0.9718
Epoch 458, lr 0.027788
19:38:30 train - loss: 1.1231, acc: 0.7052
19:38:38 valid - loss: 0.3714, acc: 0.9731
Epoch 459, lr 0.027422
19:41:01 train - loss: 1.0924, acc: 0.7334
19:41:09 valid - loss: 0.2703, acc: 0.9753
Epoch 460, lr 0.027058
19:43:33 train - loss: 1.0909, acc: 0.7298
19:43:41 valid - loss: 0.3540, acc: 0.9729
Epoch 461, lr 0.026696
19:46:04 train - loss: 1.1131, acc: 0.7174
19:46:13 valid - loss: 0.3662, acc: 0.9731
Epoch 462, lr 0.026336
19:48:36 train - loss: 1.0944, acc: 0.7258
19:48:45 valid - loss: 0.3007, acc: 0.9763
Epoch 463, lr 0.025979
19:51:08 train - loss: 1.1209, acc: 0.7147
19:51:16 valid - loss: 0.3007, acc: 0.9701
Epoch 464, lr 0.025623
19:53:38 train - loss: 1.0916, acc: 0.7283
19:53:47 valid - loss: 0.3185, acc: 0.9712
Epoch 465, lr 0.025270
19:56:09 train - loss: 1.0946, acc: 0.7260
19:56:18 valid - loss: 0.3301, acc: 0.9729
Epoch 466, lr 0.024918
19:58:42 train - loss: 1.0909, acc: 0.7297
19:58:51 valid - loss: 0.3687, acc: 0.9716
Epoch 467, lr 0.024569
20:01:14 train - loss: 1.1169, acc: 0.7110
20:01:23 valid - loss: 0.3132, acc: 0.9757
Epoch 468, lr 0.024222
20:03:46 train - loss: 1.0839, acc: 0.7343
20:03:55 valid - loss: 0.3166, acc: 0.9723
Epoch 469, lr 0.023877
20:06:22 train - loss: 1.0835, acc: 0.7313
20:06:31 valid - loss: 0.3286, acc: 0.9718
Epoch 470, lr 0.023534
20:08:54 train - loss: 1.0915, acc: 0.7322
20:09:02 valid - loss: 0.3166, acc: 0.9763
Epoch 471, lr 0.023194
20:11:25 train - loss: 1.0903, acc: 0.7258
20:11:34 valid - loss: 0.3482, acc: 0.9716
Epoch 472, lr 0.022855
20:13:57 train - loss: 1.0844, acc: 0.7300
20:14:06 valid - loss: 0.3911, acc: 0.9714
Epoch 473, lr 0.022519
20:16:28 train - loss: 1.1180, acc: 0.7096
20:16:36 valid - loss: 0.2204, acc: 0.9760
Epoch 474, lr 0.022185
20:18:59 train - loss: 1.0934, acc: 0.7316
20:19:08 valid - loss: 0.3621, acc: 0.9754
Epoch 475, lr 0.021853
20:21:33 train - loss: 1.1117, acc: 0.7129
20:21:41 valid - loss: 0.3709, acc: 0.9751
Epoch 476, lr 0.021523
20:24:04 train - loss: 1.0851, acc: 0.7284
20:24:13 valid - loss: 0.2658, acc: 0.9756
Epoch 477, lr 0.021196
20:26:36 train - loss: 1.1081, acc: 0.7145
20:26:44 valid - loss: 0.2760, acc: 0.9790
Epoch 478, lr 0.020871
20:29:07 train - loss: 1.1097, acc: 0.7126
20:29:15 valid - loss: 0.3008, acc: 0.9698
Epoch 479, lr 0.020548
20:31:39 train - loss: 1.0815, acc: 0.7331
20:31:47 valid - loss: 0.2959, acc: 0.9749
Epoch 480, lr 0.020227
20:34:10 train - loss: 1.0853, acc: 0.7263
20:34:18 valid - loss: 0.2797, acc: 0.9768
Epoch 481, lr 0.019909
20:36:42 train - loss: 1.1116, acc: 0.7165
20:36:50 valid - loss: 0.3263, acc: 0.9720
Epoch 482, lr 0.019593
20:39:13 train - loss: 1.0844, acc: 0.7238
20:39:22 valid - loss: 0.3426, acc: 0.9756
Epoch 483, lr 0.019279
20:41:45 train - loss: 1.0709, acc: 0.7390
20:41:53 valid - loss: 0.2632, acc: 0.9751
Epoch 484, lr 0.018968
20:44:17 train - loss: 1.0972, acc: 0.7217
20:44:25 valid - loss: 0.3733, acc: 0.9742
Epoch 485, lr 0.018658
20:46:48 train - loss: 1.0687, acc: 0.7358
20:46:56 valid - loss: 0.3037, acc: 0.9755
Epoch 486, lr 0.018352
20:49:19 train - loss: 1.0991, acc: 0.7151
20:49:28 valid - loss: 0.2711, acc: 0.9733
Epoch 487, lr 0.018047
20:51:51 train - loss: 1.0478, acc: 0.7516
20:51:59 valid - loss: 0.3337, acc: 0.9759
Epoch 488, lr 0.017745
20:54:22 train - loss: 1.1025, acc: 0.7154
20:54:30 valid - loss: 0.2814, acc: 0.9758
Epoch 489, lr 0.017445
20:56:53 train - loss: 1.0927, acc: 0.7232
20:57:02 valid - loss: 0.3399, acc: 0.9735
Epoch 490, lr 0.017147
20:59:25 train - loss: 1.1049, acc: 0.7171
20:59:33 valid - loss: 0.2175, acc: 0.9755
Epoch 491, lr 0.016852
21:01:56 train - loss: 1.0855, acc: 0.7206
21:02:05 valid - loss: 0.2180, acc: 0.9783
Epoch 492, lr 0.016559
21:04:28 train - loss: 1.0634, acc: 0.7373
21:04:36 valid - loss: 0.3177, acc: 0.9727
Epoch 493, lr 0.016269
21:07:00 train - loss: 1.0699, acc: 0.7367
21:07:08 valid - loss: 0.3260, acc: 0.9745
Epoch 494, lr 0.015980
23:13:54 train - loss: 1.0827, acc: 0.7255
23:14:24 valid - loss: 0.2534, acc: 0.9761
Epoch 495, lr 0.015695
23:16:48 train - loss: 1.0519, acc: 0.7438
23:16:57 valid - loss: 0.2829, acc: 0.9750
Epoch 496, lr 0.015411
23:19:21 train - loss: 1.0663, acc: 0.7362
23:19:29 valid - loss: 0.3493, acc: 0.9754
Epoch 497, lr 0.015130
23:21:54 train - loss: 1.0541, acc: 0.7443
23:22:02 valid - loss: 0.3306, acc: 0.9729
Epoch 498, lr 0.014852
23:24:26 train - loss: 1.0598, acc: 0.7375
23:24:35 valid - loss: 0.3227, acc: 0.9769
Epoch 499, lr 0.014576
23:26:59 train - loss: 1.0226, acc: 0.7581
23:27:07 valid - loss: 0.3142, acc: 0.9732
Epoch 500, lr 0.014302
23:29:31 train - loss: 1.0479, acc: 0.7454
23:29:39 valid - loss: 0.3211, acc: 0.9743
Epoch 501, lr 0.014031
23:32:03 train - loss: 1.0714, acc: 0.7330
23:32:12 valid - loss: 0.1867, acc: 0.9779
Epoch 502, lr 0.013762
23:34:36 train - loss: 1.0699, acc: 0.7292
23:34:44 valid - loss: 0.2715, acc: 0.9791
Epoch 503, lr 0.013496
01:12:58 train - loss: 1.1070, acc: 0.7031
01:13:28 valid - loss: 0.3153, acc: 0.9757
Epoch 504, lr 0.013232
01:15:47 train - loss: 1.0454, acc: 0.7480
01:15:56 valid - loss: 0.2390, acc: 0.9744
Epoch 505, lr 0.012970
01:18:16 train - loss: 1.0650, acc: 0.7329
01:18:24 valid - loss: 0.3205, acc: 0.9781
Epoch 506, lr 0.012711
01:20:42 train - loss: 1.0520, acc: 0.7353
01:20:51 valid - loss: 0.2887, acc: 0.9768
Epoch 507, lr 0.012455
01:23:09 train - loss: 1.0553, acc: 0.7354
01:23:17 valid - loss: 0.2015, acc: 0.9762
Epoch 508, lr 0.012201
01:25:35 train - loss: 1.0388, acc: 0.7471
01:25:44 valid - loss: 0.3404, acc: 0.9777
Epoch 509, lr 0.011949
01:28:01 train - loss: 1.0552, acc: 0.7373
01:28:10 valid - loss: 0.2540, acc: 0.9770
Epoch 510, lr 0.011700
01:30:27 train - loss: 1.0303, acc: 0.7509
01:30:36 valid - loss: 0.2170, acc: 0.9738
Epoch 511, lr 0.011454
01:32:54 train - loss: 1.0530, acc: 0.7340
01:33:02 valid - loss: 0.3247, acc: 0.9749
Epoch 512, lr 0.011210
10:30:05 train - loss: 1.0435, acc: 0.7426
10:30:36 valid - loss: 0.3160, acc: 0.9775
Epoch 513, lr 0.010968
10:32:57 train - loss: 1.0634, acc: 0.7333
10:33:06 valid - loss: 0.2368, acc: 0.9795
Epoch 514, lr 0.010729
10:35:27 train - loss: 1.0658, acc: 0.7281
10:35:36 valid - loss: 0.3363, acc: 0.9784
Epoch 515, lr 0.010493
10:37:57 train - loss: 1.0662, acc: 0.7255
10:38:05 valid - loss: 0.2982, acc: 0.9761
Epoch 516, lr 0.010259
10:40:23 train - loss: 1.0722, acc: 0.7263
10:40:32 valid - loss: 0.3453, acc: 0.9760
Epoch 517, lr 0.010027
10:42:50 train - loss: 1.0351, acc: 0.7487
10:42:58 valid - loss: 0.2299, acc: 0.9793
Epoch 518, lr 0.009799
10:45:17 train - loss: 1.0526, acc: 0.7351
10:45:25 valid - loss: 0.4037, acc: 0.9761
Epoch 519, lr 0.009572
10:47:43 train - loss: 1.0600, acc: 0.7332
10:47:51 valid - loss: 0.3587, acc: 0.9736
Epoch 520, lr 0.009349
10:50:11 train - loss: 1.0669, acc: 0.7254
10:50:19 valid - loss: 0.3082, acc: 0.9755
Epoch 521, lr 0.009128
10:52:38 train - loss: 1.0679, acc: 0.7263
10:52:46 valid - loss: 0.2122, acc: 0.9804
Epoch 522, lr 0.008909
10:55:04 train - loss: 1.0271, acc: 0.7511
10:55:12 valid - loss: 0.2531, acc: 0.9795
Epoch 523, lr 0.008693
10:57:31 train - loss: 1.0202, acc: 0.7537
10:57:39 valid - loss: 0.2894, acc: 0.9786
Epoch 524, lr 0.008480
10:59:58 train - loss: 1.0655, acc: 0.7295
11:00:06 valid - loss: 0.1872, acc: 0.9783
Epoch 525, lr 0.008269
11:02:24 train - loss: 1.0394, acc: 0.7439
11:02:32 valid - loss: 0.3810, acc: 0.9749
Epoch 526, lr 0.008061
11:04:51 train - loss: 1.0272, acc: 0.7481
11:04:59 valid - loss: 0.4229, acc: 0.9708
Epoch 527, lr 0.007855
11:07:18 train - loss: 1.0442, acc: 0.7374
11:07:26 valid - loss: 0.2872, acc: 0.9765
Epoch 528, lr 0.007652
12:23:23 train - loss: 1.0575, acc: 0.7304
12:23:52 valid - loss: 0.3475, acc: 0.9813
Epoch 529, lr 0.007452
12:26:10 train - loss: 1.0145, acc: 0.7619
12:26:19 valid - loss: 0.3643, acc: 0.9763
Epoch 530, lr 0.007255
12:28:38 train - loss: 1.0477, acc: 0.7343
12:28:46 valid - loss: 0.3406, acc: 0.9807
Epoch 531, lr 0.007060
12:31:05 train - loss: 1.0357, acc: 0.7432
12:31:13 valid - loss: 0.2814, acc: 0.9791
Epoch 532, lr 0.006867
12:33:32 train - loss: 1.0181, acc: 0.7527
12:33:40 valid - loss: 0.1702, acc: 0.9823
Epoch 533, lr 0.006677
12:35:59 train - loss: 1.0315, acc: 0.7485
12:36:07 valid - loss: 0.2729, acc: 0.9810
Epoch 534, lr 0.006490
12:38:26 train - loss: 1.0490, acc: 0.7317
12:38:35 valid - loss: 0.3106, acc: 0.9797
Epoch 535, lr 0.006306
12:40:54 train - loss: 1.0164, acc: 0.7518
12:41:02 valid - loss: 0.3534, acc: 0.9796
Epoch 536, lr 0.006124
12:43:23 train - loss: 1.0283, acc: 0.7461
12:43:31 valid - loss: 0.1944, acc: 0.9776
Epoch 537, lr 0.005945
12:45:51 train - loss: 1.0193, acc: 0.7544
12:46:00 valid - loss: 0.2143, acc: 0.9814
Epoch 538, lr 0.005768
12:48:18 train - loss: 0.9997, acc: 0.7643
12:48:26 valid - loss: 0.1966, acc: 0.9822
Epoch 539, lr 0.005595
12:50:45 train - loss: 1.0373, acc: 0.7428
12:50:53 valid - loss: 0.2822, acc: 0.9796
Epoch 540, lr 0.005424
12:53:12 train - loss: 1.0300, acc: 0.7444
12:53:20 valid - loss: 0.3119, acc: 0.9772
Epoch 541, lr 0.005255
12:55:38 train - loss: 1.0225, acc: 0.7452
12:55:47 valid - loss: 0.2996, acc: 0.9797
Epoch 542, lr 0.005089
12:58:06 train - loss: 1.0301, acc: 0.7423
12:58:14 valid - loss: 0.3151, acc: 0.9803
Epoch 543, lr 0.004926
13:00:32 train - loss: 1.0324, acc: 0.7443
13:00:41 valid - loss: 0.2697, acc: 0.9779
Epoch 544, lr 0.004766
13:03:00 train - loss: 1.0263, acc: 0.7442
13:03:08 valid - loss: 0.2234, acc: 0.9810
Epoch 545, lr 0.004608
13:05:26 train - loss: 1.0236, acc: 0.7475
13:05:35 valid - loss: 0.2805, acc: 0.9776
Epoch 546, lr 0.004454
13:07:57 train - loss: 1.0070, acc: 0.7606
13:08:05 valid - loss: 0.3340, acc: 0.9780
Epoch 547, lr 0.004301
13:10:24 train - loss: 1.0237, acc: 0.7483
13:10:32 valid - loss: 0.2946, acc: 0.9818
Epoch 548, lr 0.004152
13:12:51 train - loss: 1.0217, acc: 0.7467
13:12:59 valid - loss: 0.3034, acc: 0.9795
Epoch 549, lr 0.004005
13:15:17 train - loss: 1.0708, acc: 0.7168
13:15:25 valid - loss: 0.3339, acc: 0.9788
Epoch 550, lr 0.003861
13:17:44 train - loss: 1.0267, acc: 0.7382
13:17:52 valid - loss: 0.2894, acc: 0.9798
Epoch 551, lr 0.003720
13:20:11 train - loss: 1.0133, acc: 0.7526
13:20:19 valid - loss: 0.2163, acc: 0.9805
Epoch 552, lr 0.003581
13:22:38 train - loss: 1.0046, acc: 0.7555
13:22:46 valid - loss: 0.2631, acc: 0.9824
Epoch 553, lr 0.003445
13:25:04 train - loss: 1.0119, acc: 0.7497
13:25:13 valid - loss: 0.3050, acc: 0.9810
Epoch 554, lr 0.003312
13:27:31 train - loss: 1.0272, acc: 0.7393
13:27:39 valid - loss: 0.2998, acc: 0.9814
Epoch 555, lr 0.003182
13:29:58 train - loss: 1.0128, acc: 0.7508
13:30:07 valid - loss: 0.3685, acc: 0.9801
Epoch 556, lr 0.003054
13:32:25 train - loss: 1.0222, acc: 0.7443
13:32:33 valid - loss: 0.2657, acc: 0.9815
Epoch 557, lr 0.002929
13:34:51 train - loss: 1.0463, acc: 0.7291
13:34:59 valid - loss: 0.3000, acc: 0.9787
Epoch 558, lr 0.002807
13:37:18 train - loss: 1.0025, acc: 0.7592
13:37:26 valid - loss: 0.2963, acc: 0.9799
Epoch 559, lr 0.002688
15:12:49 train - loss: 0.9958, acc: 0.7617
15:13:19 valid - loss: 0.3012, acc: 0.9802
Epoch 560, lr 0.002571
15:15:37 train - loss: 1.0207, acc: 0.7510
15:15:46 valid - loss: 0.3277, acc: 0.9798
Epoch 561, lr 0.002457
15:18:03 train - loss: 1.0336, acc: 0.7347
15:18:12 valid - loss: 0.3138, acc: 0.9792
Epoch 562, lr 0.002346
15:20:29 train - loss: 1.0064, acc: 0.7525
15:20:37 valid - loss: 0.3086, acc: 0.9804
Epoch 563, lr 0.002238
15:22:55 train - loss: 0.9990, acc: 0.7558
15:23:03 valid - loss: 0.3423, acc: 0.9819
Epoch 564, lr 0.002133
15:25:21 train - loss: 1.0136, acc: 0.7476
15:25:29 valid - loss: 0.3660, acc: 0.9777
Epoch 565, lr 0.002030
15:27:47 train - loss: 1.0586, acc: 0.7213
15:27:55 valid - loss: 0.2176, acc: 0.9826
Epoch 566, lr 0.001930
15:30:13 train - loss: 1.0167, acc: 0.7487
15:30:21 valid - loss: 0.3013, acc: 0.9803
Epoch 567, lr 0.001833
15:32:39 train - loss: 1.0357, acc: 0.7330
15:32:47 valid - loss: 0.3338, acc: 0.9804
Epoch 568, lr 0.001738
15:35:05 train - loss: 1.0396, acc: 0.7307
15:35:13 valid - loss: 0.3215, acc: 0.9794
Epoch 569, lr 0.001647
15:37:31 train - loss: 1.0423, acc: 0.7292
15:37:39 valid - loss: 0.3002, acc: 0.9780
Epoch 570, lr 0.001558
15:47:21 train - loss: 1.0444, acc: 0.7296
15:47:50 valid - loss: 0.3234, acc: 0.9828
Epoch 571, lr 0.001472
15:50:14 train - loss: 1.0000, acc: 0.7524
15:50:23 valid - loss: 0.2442, acc: 0.9821
Epoch 572, lr 0.001389
15:52:47 train - loss: 1.0187, acc: 0.7428
15:52:55 valid - loss: 0.1750, acc: 0.9830
Epoch 573, lr 0.001308
15:55:19 train - loss: 0.9998, acc: 0.7575
15:55:27 valid - loss: 0.1970, acc: 0.9812
Epoch 574, lr 0.001231
15:57:50 train - loss: 1.0242, acc: 0.7409
15:57:59 valid - loss: 0.3344, acc: 0.9767
Epoch 575, lr 0.001156
16:00:25 train - loss: 1.0382, acc: 0.7344
16:00:33 valid - loss: 0.2680, acc: 0.9789
Epoch 576, lr 0.001084
16:03:00 train - loss: 1.0246, acc: 0.7374
16:03:09 valid - loss: 0.3113, acc: 0.9810
Epoch 577, lr 0.001015
16:05:34 train - loss: 1.0147, acc: 0.7448
16:05:43 valid - loss: 0.2979, acc: 0.9786
Epoch 578, lr 0.000948
16:08:09 train - loss: 1.0098, acc: 0.7508
16:08:17 valid - loss: 0.2888, acc: 0.9810
Epoch 579, lr 0.000885
18:17:53 train - loss: 1.0187, acc: 0.7448
18:18:23 valid - loss: 0.2051, acc: 0.9830
Epoch 580, lr 0.000824
18:20:42 train - loss: 1.0223, acc: 0.7430
18:20:51 valid - loss: 0.2096, acc: 0.9838
Epoch 581, lr 0.000766
18:23:10 train - loss: 1.0267, acc: 0.7417
18:23:19 valid - loss: 0.3486, acc: 0.9810
Epoch 582, lr 0.000711
18:25:37 train - loss: 0.9836, acc: 0.7693
18:25:45 valid - loss: 0.2247, acc: 0.9836
Epoch 583, lr 0.000659
18:28:05 train - loss: 1.0380, acc: 0.7323
18:28:13 valid - loss: 0.2838, acc: 0.9831
Epoch 584, lr 0.000609
18:30:32 train - loss: 1.0175, acc: 0.7446
18:30:40 valid - loss: 0.2722, acc: 0.9807
Epoch 585, lr 0.000562
18:33:07 valid - loss: 0.1665, acc: 0.9812
Epoch 586, lr 0.000518
18:35:27 train - loss: 0.9941, acc: 0.7587
18:35:35 valid - loss: 0.2576, acc: 0.9818
Epoch 587, lr 0.000477
18:37:54 train - loss: 0.9940, acc: 0.7573
18:38:02 valid - loss: 0.3239, acc: 0.9787
Epoch 588, lr 0.000439
18:40:22 train - loss: 1.0442, acc: 0.7242
18:40:30 valid - loss: 0.2821, acc: 0.9805
Epoch 589, lr 0.000404
18:42:49 train - loss: 1.0276, acc: 0.7370
18:42:57 valid - loss: 0.3365, acc: 0.9796
Epoch 590, lr 0.000371
18:45:16 train - loss: 1.0073, acc: 0.7510
18:45:24 valid - loss: 0.3089, acc: 0.9804
Epoch 591, lr 0.000342
18:47:44 train - loss: 0.9983, acc: 0.7616
18:47:52 valid - loss: 0.2830, acc: 0.9816
Epoch 592, lr 0.000315
18:50:12 train - loss: 1.0009, acc: 0.7583
18:50:20 valid - loss: 0.2156, acc: 0.9798
Epoch 593, lr 0.000291
18:52:41 train - loss: 1.0104, acc: 0.7473
18:52:49 valid - loss: 0.2899, acc: 0.9814
Epoch 594, lr 0.000269
18:55:08 train - loss: 1.0229, acc: 0.7425
18:55:17 valid - loss: 0.2922, acc: 0.9820
Epoch 595, lr 0.000251
18:57:37 train - loss: 1.0334, acc: 0.7294
18:57:46 valid - loss: 0.2875, acc: 0.9802
Epoch 596, lr 0.000235
19:00:05 train - loss: 1.0102, acc: 0.7502
19:00:13 valid - loss: 0.2549, acc: 0.9834
Epoch 597, lr 0.000223
19:02:32 train - loss: 0.9919, acc: 0.7581
19:02:40 valid - loss: 0.2361, acc: 0.9825
Epoch 598, lr 0.000213
19:05:00 train - loss: 1.0194, acc: 0.7409
19:05:08 valid - loss: 0.1957, acc: 0.9831
Epoch 599, lr 0.000206
19:07:27 train - loss: 1.0385, acc: 0.7223
19:07:35 valid - loss: 0.2456, acc: 0.9803
Epoch 600, lr 0.000201
19:09:54 train - loss: 1.0057, acc: 0.7514
19:10:03 valid - loss: 0.2997, acc: 0.9795
